comment,positive,negative,rude,offensive,abusive,hate speech
یہ عطاء چورن اپنا چورن بیچتا رھتا ھے مداری کا بچہ,0,1,0,1,1,0
جا اوے بد شکلے,0,1,0,1,1,0
سب کو معلوم ہے سندھ حکومت کے ہوتے ہوئے الیکشن کھی صاف شفاف نہیں ہوں گے,1,0,0,0,0,0
ایک ہی شخص کو گرانے میں لگے ہوئے ہیں دنیا بھر کے گرے ہوئے لوگ اللہ تعالی عمران خان کو اپنے حفظ ا مان میں رکھے آمین,1,0,0,0,0,0
عمران خان ایک عظیم لیڈر ہے,1,0,0,0,0,0
ان شاء اللہ یہ ظلم ایک دن ختم ہو کر رہے گا نکلو پاکستان کی خاطر,1,0,0,0,0,0
اگر آپ کرکٹ پسند کرتےہیں اور آپ کرکٹ کی اور کے ہر میچ کی اپڈیٹ حاصل کرنا چاہتے ہیں تو پھر جلدی سے ہمارے پیج کو فلو کرۓ,1,0,0,0,0,0
وہ لوگ سامنے آئىں جنکو حضور پاک ص ل ى الل ه ع ل ي ه و س ل م کا آخرى نبى ہونے اور ان کا امتی ہونے پر فخر ہے,1,0,0,0,0,0
اگر آپ کرکٹ پسند کرتےہیں اور آپ کرکٹ کی اور کے ہر میچ کی اپڈیٹ حاصل کرنا چاہتے ہیں تو پھر جلدی سے ہمارے پیج کو فلو کرۓ,1,0,0,0,0,0
پی ٹی آئی کا مہنگائی کے خلاف اختجاج ایسا ھے کہ قاتل مقتول کے جنازے اور فاتحے میں شرکت کرکے پوچھے کہ مقتول کو کس نے مارا,1,0,0,0,0,0
جن ممالک کو ہم ہر نماز کے بعد نیست ونابود ہونے کی بد دعائیں دیتے ہیں انہوں نے بلین ڈالر کی امداد اور تھوڑے بہت گندم دے کر ہمیں نیست ونابود ہونے سے بچا لیا,1,0,0,0,0,0
یہ جو ہر طرف ڈاکوؤں راج بد امنی اور مہنگائی ہے اس کے پیچھے ایم کیو ایم پھوج ہے حل صرف جماعت اسلامی,1,0,0,0,0,0
ایک سراج الحق ہی ہیں جو ہر مشکل وقت میں اپنے لوگوں کے درمیان موجود ہوتے ہیں ان کی جماعت اسلامی کے کارکنان دکھ بانٹتے ہیں الخدمت فاؤنڈیشن متاثرین کو سنبھالتی ہے اس لیے کہتے ہیں حل صرف جماعت اسلامی,1,0,0,0,0,0
میں آٹا سستا کرنے کے لیے کپڑے بیچنے ہی والا تھا کہ سردی پڑ گئی,0,1,0,0,0,0
میں خبروں پر دیکھ رہا تھا کہ پاکستان میں لوگ گندم کے آٹے کو لے کر پریشان ہیں ایسے ہی برے حالات افریقی ممالک میں دیکھے گئے,0,1,0,0,0,0
جھوٹ ھے,0,1,0,0,0,0
خان کو یہودی ایجنٹ کہنے والوں نے جنیوا جاکر یہودیوں سے بھیک مانگی,1,0,0,0,0,0
کیا وقت آگیا ہے موٹر وے دیکھو تو نواز یاد آتا ہے پاکستان کا آئین پڑھو تو بھٹو یاد آتا ہے لیکن جیسے ہی کسی کھسرے پر نظر پڑے تو عمرانڈو یاد آتا ہے اب مائنس تم ہوگے,0,1,0,1,1,0
بہتر یہ ہے پارٹیاں ن لیگ میں ضم ہوجائیں اجتماعی نام رکھیں,1,0,0,0,0,0
ان کو ووٹ کہاں سے ملیں گے,1,0,0,0,0,0
پاکستان میں دو خطرناک بیماریاں ہیں ایک کینسر اور دوسرا پی ڈی ایم اور الحمداللہ دونوں کا علاج عمران خان کے ہاتھوں مفت ہورہا ہے,1,0,0,0,0,0
بلدیہ ٹاؤن سانحہ کے ذمہ دار,1,0,0,0,0,0
عوام اس طرح پاگل رہے گی نہی,0,1,0,0,0,0
میڈیا والوں الل ہ سے ڈرو عمران شہباز سے نکلو عوام کی آواز بنو,1,0,0,0,0,0
السلام علیکم سردار ذاکر پاکستان تحریک انصاف یوتھ کے سینئر سردار ذاکر عمران پاکستان تحریک انصاف کے بھائی کی تعزیت کے لیے مہمان قلندر خان لودھی سردار اورنگزیب نلوٹھہ سردار گولزمان اسد جاوید بابو جاوید اقبال صاحب سفیر خان سردار طارق ممبر صفدر رستم سردار وقار سردار کلیم سردار شیراز افضل اور جنید خان جدون اور صحافی برادری عزیزواقارب دوستوں نے شرکت کی اللہ تعالی میرے بھائی کی مغفرت فرمائے فردوس میں اعلی مقام عطا فرمائے سب کا شکریہ,1,0,0,0,0,0
قانون اور آئین امپورٹڈ مافیا اور سہولتکاروں کی لونڈی بن چکا ہے,0,1,0,0,0,0
پہلے حاجی صاحب تھے اور اب حافظ صاحب ہے,1,0,0,0,0,0
وزیراعظم عمران خان زند باد,1,0,0,0,0,0
آئیے چلتے ہیں کومنٹس میں اور دیکھتے ہیں ایکسپرٹس اس حوالے سے کیا کہتے ہیں,1,0,0,0,0,0
آپ کی ان ہی حرکتوں کی وجہ سے نواز شریف واپس نہیں آ رہا,0,1,0,0,0,0
حکومتی کتوں کو اچھا کھانا اچھا رہنا مل رہا ان کے گھنٹے کو فرق کوئی بھوکا مرتا تو مرتا رہے چاہے وہ ن لیگ ہو چاہے پی ٹی آئی,0,1,0,1,1,0
عمران,1,0,0,0,0,0
کپتان چیئرمین پاکستان تحریک انصاف اب عمران خان ان میں سلام کہتا ہوں,1,0,0,0,0,0
السلام علیکم ورحمۃ اللہ وبرکاتہ,1,0,0,0,0,0
یہ گروپ احساس راشن اوراحساس کفالت کی رہنمائی کیلئے بنایا گیا ھے احساس راشن میں رجسٹریشن کیلئے اپنی سم سے اپنا شناختی کارڈ نمبر پر بھیج دیں یا ہم سے ایپ کے ذریعے گروپ میں رجسٹریشن کروالیں شکریہ اور راشن ہم سے وصول کرسکتے ھیں آپ مجھ سے چیک کروا سکتے ھیں اور راشن لے بھی سکتے ہیں گروپ کے لنک کو آگے شیئر کریں تاکہ زیادہ لوگوں کو فائدہ ھوسکے,1,0,0,0,0,0
کراچی ہائرنگ مختلف محکموں کے لیے آفس اسٹاف کی ضرورت ہے کاسمیٹکس کے دفتر میں خواتین کی ضرورت ہے اور خواتین کے ساتھ طالب علم بھی اپلاۓ ہیں مہانہ انکم ہزار سے زیادہ پارٹ ٹائم بھی میسر ہے ریکوائرمنٹ عمر سے سال تعلیم کم سے کم میڈل ضرورت مند افراد اس نمر پر رابطہ کریں واٹس ایپ,1,0,0,0,0,0
اسکی شکل دیکھ کر ریمل کھسرا یاد آتا ھے,0,1,0,1,1,0
بیغرت حکمران بیغرت اپوزیشن بیغرت ادارے عدلیہ فوج سب پر لانت ملک تباہ آٹا نھیں بجلی نھیں گیس نھیں سب کدھر مر گٸے ھو حرام کی نسلو,0,1,0,1,1,0
پنجاب کا سب سے بڑا ڈاکو کون ہے ڈبو پدررررررررررررررررررررررررررر,0,1,0,1,1,0
دوستون ایم کیو ایم کو ھم کہتے ھین ھور چوپو آم پیپلز پارٹی کے,0,1,0,1,1,0
کراچی کو پنجاب جیسے پاک صاف حالات بنانے کیلے کو ووٹ دو,1,0,0,0,0,0
ان شاء اللہ یہ ظلم ایک دن ختم ہو کر رہے گا نکلو پاکستان کی خاطر,1,0,0,0,0,0
عمران خان زندھ باد,1,0,0,0,0,0
کھچڑی اچھی پک گئی ہے,1,0,0,0,0,0
ایک دفعہ کا ذکر ہے کہ سب ہنسی خوشی مل کر لوٹ مار کر رہے تھے کہ پھر خان آ گیا پاکستان زندہ آباد,1,0,0,0,0,0
اے وطن تجھے عمران کی ضرورت ھے,1,0,0,0,0,0
سب کچھ بہتری کی طرف جارہا تھا اچانک ایک خوشحال پاکستان کو ایک حاجی صاحب نے چوروں کے حوالے کر دیا جو آج سب پاکستانی مشکلات کا شکار ہے,1,0,0,0,0,0
یہ امپورٹڈ حکومت سہولتکارو کا مشن ھے کہ عمران خان کو بدنام کرنا دیوار سے لگانے ھے عیر قانونی طور پر,1,0,0,0,0,0
اب قوم کو چاہئے کہ تھوڑا سا صبر اور ہمت سے کام لے اور انشاءاللہ اب بہت جلد امریکہ کے مگرمچھوں کا ایسا صفایا ہوگا جیسے مکہ سے مشرکین کا انشاءالل ہ,1,0,0,0,0,0
الیکشن کرپشن کی باپ کا قانون ھے یہ تو درباری بیشرم بیغیرت کنجرانسان ھے اللہ کو جواب دینا ھے بیضمیر درباری چور ڈاکو کو نہیں ایک دن پیشی ھوگی ملک کا حال سوچنے ھے,0,1,0,1,0,1
یہ گروپ احساس راشن اوراحساس کفالت کی رہنمائی کیلئے بنایا گیا ھے احساس راشن میں رجسٹریشن کیلئے اپنی سم سے اپنا شناختی کارڈ نمبر پر بھیج دیں یا ہم سے ایپ کے ذریعے گروپ میں رجسٹریشن کروالیں شکریہ اور راشن ہم سے وصول کرسکتے ھیں آپ مجھ سے چیک کروا سکتے ھیں اور راشن لے بھی سکتے ہیں گروپ کے لنک کو آگے شیئر کریں تاکہ زیادہ لوگوں کو فائدہ ھوسکے,1,0,0,0,0,0
کیا وقت آگیا ہے موٹر وے دیکھو تو نواز یاد آتا ہے پاکستان کا آئین پڑھو تو بھٹو یاد آتا ہے لیکن جیسے ہی کسی کھسرے پر نظر پڑے تو عمرانڈو یاد آتا ہے اب مائنس تم ہوگے,0,1,0,1,1,0
بس عوام کے دشمن ججوں جنرلوں کو کوٸی نہیں ہٹا سکتا باقی سب کو ہٹایا جا سکتا ہے لعنت اس نظام پر,0,1,0,1,1,0
چور مو نس الھی,0,1,0,1,1,0
کوئی بات نہیں بھٹو زندہ ہے اور بلاول انگریزی اچھی بول لیتا ہے,1,0,0,0,0,0
عابد حسین چاہت,1,0,0,0,0,0
سارے گپھلے تیار آٹے میں ہورہے ہیں مل والے الگ دھکے مارتے ہیں فود آفیس الگ دھکے مارتے ہیں اسکے بعد سرکاری آٹے کو دوسرے تھیلیوں میں ڈال کر گندم کے ریٹ کے مطابق فروخت ہوتے ہیں سب سے آسان اور کارمد طریقہ یہ ہے کہ صارفین کو بہترین حکمت عملی کے ساتھ کلو گندم سرکاری نرخوں پر دیا جاۓ,1,0,0,0,0,0
جہاں دو وقت روٹی پر بھی سیاست اور بلیک م لنگ شروع ہوجائے وہاں اصلاحات کی نہیں پاگل انقلاب کی ضرورت ہوتا ہےـ,1,0,0,0,0,0
جمہوریت سے پہلے گندم روپے من ہوا کرتا تھا اور اب جمہوریت کے چوروں نے روپے کلو تک پہنچا,1,0,0,0,0,0
ماشاءاللہ,1,0,0,0,0,0
گھوٽکي آٽا ايک ڪلو رپيا آج کاريٽ چل رھاھي,1,0,0,0,0,0
کھی چاول چینی وغیرہ,1,0,0,0,0,0
یہ آٹا غریب عوام تک پہنچانے میں سٹے بازوں کی دلی مرادیں پوری ھوجائی گی کیونکہ یہ آٹا غریبوں کی پہنچ سے دور رکھیں وزارت خوراک کرپشن,1,0,0,0,0,0
آنا للہ وانا الیہ راجعون,1,0,0,0,0,0
انا الله و انا إليه راجعون اللہ جوار رحمت میں جگہ دے آمین,1,0,0,0,0,0
انا لل ه و انا اليه راجعون,1,0,0,0,0,0
آنا للہ وانا الیہ راجعون,1,0,0,0,0,0
انا للہ وانا الیہ راجعون البقاء اللہ,1,0,0,0,0,0
إ ن ا ل ل ه و إ ن ـا إ ل ي ه ر اج عون اللہ کریم مرحوم کی مغفرت فرمائے قبر کی منازل آسان فرمائے روز محشر رسول اللہ صل اللہ علیہ وسلم کی شفاعت مقدر فرمائے بغیر حساب کتاب جنت الفردوس میں اعلی مقام عطاء فرمائے اور تمام لواحقین و پسماندگان کو صبر جمیل عطاء فرمائے آمین ثم آمین,1,0,0,0,0,0
ك ل ن ف س ذ آئ ق ة ال م و ت إ ن ا ل لہ و إ ن ا إ ل ي ه ر اج ع ون اللہ تعالی صغیرہ کبیرہ گناہ معاف کرتے ھوئے مغفرت فرمائے اور جنت الفردوس میں اعلی وارفع مقام عطا فرمائے اللہ پاک سوگواران کو صبر جمیل اور یہ صدمہ برداشت کرنے کا حوصلہ عطا کرے آمین یا رب العلمین,1,0,0,0,0,0
میرے گھر آٹا نہیں ہے بچے بھوکے ہیں مسلمانوں ہماری دو تین ہزار روپے کی مدد کرو,1,0,0,0,0,0
اے قوم حق کیلئے روڈوں پر نکلو ورنہ یہ لگڑ بکڑ تمھارے نسلوں کو بھی تباہ کر کے کھا جائیں گے,1,0,0,0,0,0
ڈالر ہمارے پاس تو ہو نہیں سکتا کیوں جلاتے ہو میڈیا والو سب کچھ آپ کے پاس آپ کے چلانے والوں کے پاس ہے,1,0,0,0,0,0
ن لیگ اور پیپلز پارٹی کا جارحانہ رویہ یہ ہی ہوتا ہے کہ ضمیر بیچ دو ضمیر خرید لو ضمیر مردہ کر لو ڈھیٹھ بن جاؤ یہ ان کی خصلت ہے,1,0,0,0,0,0
اس سے اندازہ لگا لیں خان کا مقابلہ کتنے گندے لوگوں سے ہے,1,0,0,0,0,0
مسلمان سنیوں کا غدار چینل اے آر وائی پر لعنت بیشمار,0,1,0,1,0,1
بنڈ مرانڈو نیازی نے عوام کے لئے تجھ جیسے ڈاکوؤں کو اقتدار دیکر خطرہ مول لیا ہوا ہے,0,1,0,1,1,0
کھوتے پٹواری پاگل ہوگے,0,1,0,1,0,1
اپنا بھی تو بتا ڈبو تو خود کتنی دفعہ بکا یے,0,1,0,1,1,0
پی ٹی آئی والے سب بک جاتے ھیں,0,1,0,1,0,1
خان صاحب اصلییت مومنہ کی جلدی سامنے آ گئ ہے گند صاف ہو رہا ہے فکر نہ کریں,1,0,0,0,0,0
لعنت بھیجتے ہیں اس بکنے والی عورت پر,0,1,0,1,1,0
پنجاب کا سب سے بڑا ڈاکو پرویز ال ہی ھے منجانب بنڈ مرانڈو نیازی,0,1,0,1,1,0
چوہدری صاحب عدالت نے غداروں کو موقع فراہم کیا کہ جتنے ممبر خرید سکتے ھو خرید لو چوتیا ججز,0,1,0,1,0,1
کیوں نہ بکیں گئے پہلے سے بک شدہ کو پارٹی میں لائے تھے جہاز بھر بھر کر,0,1,0,1,0,1
یہ لوگ پیسے دینے والے کا نام کیوں نہی بتاتے اور نہ ہی کبھی فون پہ آفر دینے والے کا نام بتاتے ہیں,0,1,0,1,0,1
مبارک ہو پٹواریوں,0,1,0,1,0,1
همارے ضلعے عمرکوٹ میں ابہی تک پر ہی مل رہا,1,0,0,0,0,0
ملتان ہیں,1,0,0,0,0,0
شکریہ دوست,1,0,0,0,0,0
شاپر چینل,0,1,0,1,0,1
یااللہ غریب کی مدد فرما,1,0,0,0,0,0
پاکستان دنیا کے سو سے زائد ممالک کے مقابلے دنیا کا بڑا ملک ہے گندم زیادہ کاشت کرنے والے لیکن آٹے خریدنے کے لیے لائن میں لگنے والا پہلا ملک ہے شکر کریں پاکستان کسی میں تو نمبر ون میں ہے,1,0,0,0,0,0
برائے مہربانی قومی اثاثے فروخت کرنے کے بجائے سیاستدانوں کے گھر فروخت کریں اس ملک کو سیاستدانوں نے لوٹا ہے قوم نے نہیں,1,0,0,0,0,0
انہوں نے الیکشن کی وجہ سے اعلان کیا ہے مگر عمل نہیں ہوگا اگر عمل ہوا تو صرف ایک ہفتہ,1,0,0,0,0,0
چلو شکر ہیے خبر تو اچھی ہیے لیکن پتہ تو تب لگے گا جب آٹا بھی سستا ملے گا,1,0,0,0,0,0
انشاء الل ہ آنے والے حکومت ویسے بھی عمران خان کی ہوگی اور اس کے حکومت میں پھر سے انشاء اللہ آٹا پر ہوگا,1,0,0,0,0,0
سندھ حکومت ذمےدار کو سزا دے جن کے وجہ سے حکومت پے تنقید ہو رہا ہے,1,0,0,0,0,0
ترپارکر م آٹے کا ریٹ کلو ھزار,1,0,0,0,0,0
اب یہ کیا بات ہوئی عمران خان ککے ساتھ ہوں مگر پرویز کو ووٹ نہیں دو گی ہائے بے غیرتی کی بھی کوئی حد ہوتی ہے,0,1,0,1,1,0
تھوڑی بہت گند جو باقی ہے وہ بھی پی ٹی أئی سے نکل جائیگی,0,1,0,1,1,0
اس کی قمیت ھے اتنی تو,1,0,0,0,0,0
عجیب بیغیرت لوگ ہیں مخالف جماعتوں کا کوئی رکن ان کے ساتھ شامل ھو جائے تو اس کا ضمیر جاگتا ھے ان کا اپنا کوئی ان کو چھوڑ جائے تو وہ ان کے قریب بک گیا لوٹا ھوتا اس سے بڑی منافقت کیا ھوگی,0,1,0,1,0,1
